,0,1,2,3,4,label
1112,"[1, 64, 0]","[0, 60, 44]","[1, 52, 45]","[1, 1420, 46]","[1, 451, 46]",421
1113,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 1420, 46]","[1, 451, 46]",421
1114,"[1, 64, 0]","[0, 60, 45]","[1, 52, 46]","[1, 1420, 47]","[1, 451, 47]",421
1115,"[1, 64, 0]","[0, 60, 44]","[1, 52, 44]","[1, 1420, 45]","[1, 515, 45]",421
1116,"[1, 105, 0]","[1, 91, 1]","[0, 52, 46]","[0, 91, 46]","[1, 52, 46]",421
1117,"[1, 64, 0]","[0, 60, 45]","[1, 52, 46]","[1, 1420, 47]","[1, 515, 47]",421
1118,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 47]","[1, 451, 47]",421
1119,"[1, 64, 0]","[0, 60, 45]","[1, 52, 46]","[1, 1420, 46]","[1, 515, 46]",421
1120,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 54]","[1, 483, 54]",421
1121,"[1, 64, 0]","[0, 60, 45]","[1, 52, 46]","[1, 1420, 50]","[1, 419, 50]",421
1122,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 51]","[1, 451, 51]",421
1123,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 47]","[1, 483, 47]",421
1124,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 47]","[1, 515, 47]",421
1125,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 46]","[1, 515, 46]",421
1126,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 47]","[1, 451, 47]",421
1127,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 46]","[1, 515, 46]",421
1128,"[1, 64, 0]","[0, 60, 47]","[1, 52, 47]","[1, 1420, 50]","[1, 483, 50]",421
1129,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1420, 60]","[1, 515, 60]",421
1130,"[1, 64, 0]","[0, 60, 62]","[1, 52, 62]","[1, 1440, 63]","[1, 392, 63]",421
1131,"[1, 64, 0]","[0, 60, 54]","[1, 52, 55]","[1, 1440, 55]","[1, 495, 55]",421
1132,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 399, 56]",421
1133,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 392, 56]",421
1134,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1440, 52]","[1, 392, 52]",421
1135,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1440, 61]","[1, 399, 61]",421
1136,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 392, 56]",421
1137,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 392, 56]",421
1138,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1440, 53]","[1, 392, 53]",421
1139,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 392, 56]",421
1140,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 59]","[1, 399, 59]",421
1141,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 58]","[1, 392, 58]",421
1142,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 59]","[1, 399, 59]",421
1143,"[1, 64, 0]","[0, 60, 53]","[1, 52, 53]","[1, 1440, 54]","[1, 431, 54]",421
1144,"[1, 64, 0]","[0, 60, 61]","[1, 52, 61]","[1, 1440, 62]","[1, 392, 62]",421
1145,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 56]","[1, 392, 56]",421
1146,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 58]","[1, 392, 58]",421
1147,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1440, 53]","[1, 392, 53]",421
1148,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1440, 61]","[1, 392, 61]",421
1149,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 55]","[1, 431, 55]",421
1150,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 55]","[1, 495, 55]",421
1151,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 56]","[1, 392, 56]",421
1152,"[1, 105, 0]","[0, 133, 64]","[1, 52, 64]","[0, 1443, 67]","[0, 1500, 67]",421
1153,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1440, 61]","[1, 392, 61]",421
1154,"[1, 105, 0]","[0, 133, 65]","[0, 1443, 65]","[0, 1500, 65]","[0, 449, 65]",421
1155,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 58]","[1, 392, 58]",421
1156,"[1, 105, 0]","[0, 133, 64]","[0, 1443, 64]","[0, 1500, 64]","[0, 449, 64]",421
1157,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1440, 61]","[1, 392, 61]",421
1158,"[1, 64, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1440, 62]","[1, 392, 62]",421
1159,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 55]","[1, 392, 55]",421
1160,"[1, 64, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1440, 60]","[1, 392, 60]",421
1161,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 58]","[1, 392, 58]",421
1162,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 463, 56]",421
1163,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 1440, 53]","[1, 392, 53]",421
1164,"[1, 64, 0]","[0, 60, 57]","[1, 52, 58]","[1, 1440, 59]","[1, 495, 59]",421
1165,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 1440, 53]","[1, 392, 53]",421
1166,"[1, 64, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1440, 59]","[1, 399, 59]",421
1167,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1440, 53]","[1, 392, 53]",421
1168,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1440, 52]","[1, 495, 52]",421
1169,"[1, 64, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1440, 58]","[1, 463, 58]",421
1170,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 59]","[1, 495, 59]",421
1171,"[1, 64, 0]","[0, 60, 54]","[1, 52, 55]","[1, 1440, 57]","[1, 495, 57]",421
1172,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 56]","[1, 392, 56]",421
1173,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1440, 64]","[1, 392, 64]",421
1174,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 463, 56]",421
1175,"[1, 64, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1440, 60]","[1, 392, 60]",421
1176,"[1, 105, 0]","[0, 133, 79]","[0, 1443, 79]","[0, 1443, 79]","[0, 578, 79]",421
1177,"[1, 64, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1440, 57]","[1, 399, 57]",421
1178,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1440, 53]","[1, 392, 53]",421
1179,"[1, 64, 0]","[0, 60, 57]","[1, 52, 58]","[1, 1440, 58]","[1, 463, 58]",421
1180,"[1, 105, 0]","[0, 133, 59]","[1, 52, 59]","[0, 1443, 61]","[0, 1500, 61]",421
1181,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 59]","[1, 463, 59]",421
1182,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 56]","[1, 392, 56]",421
1183,"[1, 105, 0]","[0, 133, 62]","[0, 1443, 62]","[0, 1500, 62]","[0, 449, 62]",421
1184,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 392, 56]",421
1185,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 56]","[1, 392, 56]",421
1186,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1440, 52]","[1, 392, 52]",421
1187,"[1, 64, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1440, 59]","[1, 431, 59]",421
1188,"[1, 105, 0]","[0, 133, 62]","[0, 1443, 62]","[1, 52, 62]","[1, 52, 62]",421
1189,"[1, 64, 0]","[1, 64, 104]","[0, 60, 168]","[1, 52, 168]","[1, 1440, 169]",421
1190,"[1, 64, 0]","[0, 60, 53]","[1, 52, 53]","[1, 1440, 58]","[1, 392, 58]",421
1191,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 1440, 53]","[1, 495, 53]",421
1192,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1440, 56]","[1, 392, 56]",421
1193,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 1440, 54]","[1, 392, 54]",421
1194,"[1, 64, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1440, 58]","[1, 399, 58]",421
1195,"[1, 105, 0]","[0, 133, 65]","[1, 52, 66]","[0, 1443, 67]","[0, 1500, 67]",421
1196,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1440, 56]","[1, 463, 56]",421
1197,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 58]","[1, 392, 58]",421
1198,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1440, 58]","[1, 463, 58]",421
1199,"[1, 64, 0]","[0, 60, 54]","[1, 52, 55]","[1, 1440, 56]","[1, 392, 56]",421
1200,"[1, 99, 0]","[0, 133, 64]","[0, 1420, 65]","[0, 1420, 65]","[0, 578, 65]",430
1201,"[1, 99, 0]","[0, 133, 54]","[0, 1420, 54]","[0, 1420, 54]","[0, 570, 54]",430
1202,"[1, 99, 0]","[0, 133, 85]","[0, 1420, 85]","[0, 75, 85]","[0, 1420, 85]",430
1203,"[1, 99, 0]","[0, 133, 65]","[0, 1420, 65]","[0, 75, 65]","[0, 1420, 65]",430
1204,"[1, 99, 0]","[0, 133, 56]","[0, 1420, 57]","[0, 75, 57]","[0, 1420, 57]",430
1205,"[1, 99, 0]","[0, 133, 67]","[0, 1420, 67]","[0, 1420, 67]","[0, 580, 67]",430
1206,"[1, 99, 0]","[0, 52, 85]","[0, 133, 92]","[0, 1420, 92]","[0, 1420, 92]",430
1207,"[1, 99, 0]","[0, 133, 62]","[1, 52, 63]","[0, 1420, 63]","[0, 1420, 63]",430
1208,"[1, 99, 0]","[0, 136, 59]","[0, 1420, 59]","[0, 1420, 59]","[0, 570, 59]",430
1209,"[1, 99, 0]","[0, 133, 59]","[0, 1420, 59]","[0, 1420, 59]","[0, 570, 59]",430
1210,"[1, 99, 0]","[0, 215, 55]","[0, 1420, 55]","[0, 1420, 55]","[0, 569, 56]",430
1211,"[1, 99, 0]","[0, 133, 53]","[0, 1420, 53]","[0, 1420, 53]","[0, 580, 53]",430
1212,"[1, 99, 0]","[0, 133, 64]","[0, 1420, 64]","[0, 1420, 64]","[0, 569, 64]",430
1213,"[1, 99, 0]","[0, 132, 55]","[0, 1420, 55]","[0, 1420, 55]","[0, 580, 55]",430
1214,"[1, 99, 0]","[0, 133, 71]","[0, 1420, 71]","[0, 1420, 71]","[0, 580, 71]",430
1215,"[1, 64, 0]","[0, 60, 44]","[1, 52, 48]","[1, 569, 48]","[0, 52, 93]",430
1216,"[1, 99, 0]","[0, 216, 55]","[0, 1420, 55]","[0, 1420, 55]","[0, 580, 55]",430
1217,"[1, 99, 0]","[0, 133, 64]","[0, 1420, 64]","[0, 1420, 64]","[0, 570, 64]",430
1218,"[1, 99, 0]","[0, 133, 60]","[0, 1420, 60]","[0, 1420, 60]","[0, 570, 60]",430
1219,"[1, 99, 0]","[0, 133, 55]","[0, 1420, 56]","[1, 52, 56]","[0, 1420, 56]",430
1220,"[1, 99, 0]","[0, 133, 64]","[0, 1420, 64]","[0, 1420, 65]","[0, 569, 65]",430
1221,"[1, 99, 0]","[0, 133, 62]","[0, 1420, 63]","[0, 1420, 63]","[0, 581, 63]",430
1222,"[1, 99, 0]","[0, 135, 56]","[0, 1420, 56]","[0, 1420, 56]","[0, 580, 56]",430
1223,"[1, 99, 0]","[0, 133, 66]","[0, 1420, 66]","[0, 1420, 66]","[0, 571, 66]",430
1224,"[1, 99, 0]","[0, 133, 53]","[0, 1420, 53]","[0, 1420, 53]","[0, 570, 53]",430
1225,"[1, 64, 0]","[0, 60, 45]","[1, 52, 88]","[1, 569, 88]","[0, 52, 133]",430
1226,"[1, 99, 0]","[0, 133, 58]","[0, 1420, 58]","[1, 52, 58]","[0, 1420, 58]",430
1227,"[1, 99, 0]","[0, 133, 54]","[0, 1420, 54]","[0, 1420, 54]","[0, 581, 54]",430
1228,"[1, 99, 0]","[0, 216, 70]","[0, 1420, 70]","[0, 1420, 70]","[0, 570, 70]",430
1229,"[1, 99, 0]","[0, 136, 73]","[0, 1420, 73]","[0, 1420, 73]","[0, 569, 73]",430
